ID;FECHAVENTA;PRODUCTOCOMPRADO;CANALVENTA;IMPORTE
6785864;1/4/2018 0:00;VP Informe;WEB;15
6912768;1/4/2018 0:00;VP Informe;WEB;35
7027635;1/4/2018 0:00;VP Informe;WEB;35
7028038;2/4/2018 0:00;VP Informe;WEB;35
6921951;2/4/2018 0:00;Plan;CALLCENTER;252
6690473;2/4/2018 0:00;VP Informe;WEB;20
7024763;2/4/2018 0:00;VP Informe;WEB;15
7076577;21/4/2018 0:00;VP Informe;WEB;15
6786163;22/4/2018 0:00;VP Informe;WEB;88
7079848;23/4/2018 0:00;VP Informe;WEB;35
7079848;23/4/2018 0:00;VP Informe;WEB;35
7079964;23/4/2018 0:00;VP Informe;WEB;65
7079964;23/4/2018 0:00;VP Informe;WEB;35
7079964;23/4/2018 0:00;VP Informe;WEB;35
7079964;23/4/2018 0:00;VP Informe;WEB;65
7079964;23/4/2018 0:00;Bono;CALLCENTER;500
6525298;23/4/2018 0:00;VP Informe;WEB;25
7044864;3/5/2018 0:00;VP Informe;WEB;35
7102492;3/5/2018 0:00;VP Informe;WEB;35
6980715;8/3/2018 0:00;VP Informe;WEB;70
6980715;8/3/2018 0:00;VP Informe;WEB;40
6981676;8/3/2018 0:00;VP Informe;WEB;25
6977937;8/3/2018 0:00;VP Informe;WEB;25
6368044;8/3/2018 0:00;Bono;CALLCENTER;2000
6981648;8/3/2018 0:00;Bono;WEB;300
6982115;8/3/2018 0:00;VP Informe;WEB;25
6426449;8/3/2018 0:00;VP Informe;WEB;20
6982115;8/3/2018 0:00;VP Informe;WEB;65
6983707;9/3/2018 0:00;VP Informe;WEB;35
7028938;2/4/2018 0:00;VP Informe;WEB;15
7028938;2/4/2018 0:00;VP Informe;WEB;15
6785864;2/4/2018 0:00;VP Informe;WEB;15
7028938;2/4/2018 0:00;VP Informe;WEB;35
6720035;2/4/2018 0:00;VP Informe;WEB;65
7028832;2/4/2018 0:00;Bono;CALLCENTER;150
6452570;2/4/2018 0:00;VP Informe;WEB;9
6766460;2/4/2018 0:00;VP Informe;WEB;35
6795030;2/4/2018 0:00;Bono;CALLCENTER;300
7079964;23/4/2018 0:00;VP Informe;WEB;35
7080590;23/4/2018 0:00;VP Informe;WEB;110
7052925;23/4/2018 0:00;VP Informe;WEB;25
6912768;23/4/2018 0:00;VP Informe;WEB;40
6912768;23/4/2018 0:00;VP Informe;WEB;35
7081614;23/4/2018 0:00;VP Informe;WEB;15
7081614;23/4/2018 0:00;VP Informe;WEB;65
6913422;3/5/2018 0:00;Bono;CALLCENTER;300
6536199;3/5/2018 0:00;VP Informe;WEB;9
7104093;3/5/2018 0:00;VP Informe;WEB;35
6984447;9/3/2018 0:00;VP Informe;WEB;35
6925468;9/3/2018 0:00;VP Informe;WEB;15
6980715;9/3/2018 0:00;VP Informe;WEB;70
6980715;9/3/2018 0:00;VP Informe;WEB;70
6980715;9/3/2018 0:00;VP Informe;WEB;70
6984809;9/3/2018 0:00;VP Informe;WEB;40
6984730;9/3/2018 0:00;Plan;CALLCENTER;330
6986487;10/3/2018 0:00;Plan;WEB;252
6986487;10/3/2018 0:00;Bono;WEB;150
6980715;10/3/2018 0:00;VP Informe;WEB;35
6362818;11/3/2018 0:00;VP Informe;WEB;65
7029515;2/4/2018 0:00;VP Informe;WEB;15
7016125;2/4/2018 0:00;VP Informe;WEB;70
6852095;2/4/2018 0:00;VP Informe;WEB;15
7002335;2/4/2018 0:00;VP Informe;WEB;9
7032435;3/4/2018 0:00;Plan;WEB;252
6826314;4/4/2018 0:00;VP Informe;WEB;35
6348708;24/4/2018 0:00;Bono;WEB;150
6890950;24/4/2018 0:00;VP Informe;WEB;65
7054253;24/4/2018 0:00;VP Informe;CALLCENTER;65
6517674;24/4/2018 0:00;VP Informe;WEB;65
7083683;24/4/2018 0:00;VP Informe;WEB;65
7083697;24/4/2018 0:00;VP Informe;WEB;25
7060739;24/4/2018 0:00;VP Informe;WEB;40
7016514;24/4/2018 0:00;VP Informe;WEB;25
7104579;3/5/2018 0:00;VP Informe;WEB;15
6785864;4/5/2018 0:00;VP Informe;WEB;15
6904329;4/5/2018 0:00;VP Informe;WEB;70
7106092;4/5/2018 0:00;Plan;CALLCENTER;414
6426752;4/5/2018 0:00;VP Informe;WEB;35
7092404;4/5/2018 0:00;VP Informe;WEB;35
6912768;11/3/2018 0:00;VP Informe;WEB;35
6912768;11/3/2018 0:00;VP Informe;WEB;35
6912768;11/3/2018 0:00;VP Informe;WEB;35
6803292;11/3/2018 0:00;VP Informe;WEB;15
6987568;11/3/2018 0:00;VP Informe;WEB;15
6987719;12/3/2018 0:00;VP Informe;WEB;35
6531445;12/3/2018 0:00;Bono;WEB;150
6937281;12/3/2018 0:00;VP Informe;WEB;35
6829067;12/3/2018 0:00;Plan;CALLCENTER;414
6988243;12/3/2018 0:00;VP Informe;WEB;35
6988243;12/3/2018 0:00;VP Informe;WEB;35
6990395;12/3/2018 0:00;VP Informe;WEB;15
6970032;13/3/2018 0:00;VP Informe;WEB;65
6548748;4/4/2018 0:00;VP Informe;WEB;15
7034799;4/4/2018 0:00;VP Informe;WEB;15
6332096;4/4/2018 0:00;VP Informe;WEB;15
6595953;4/4/2018 0:00;VP Informe;WEB;40
6785767;4/4/2018 0:00;Bono;WEB;500
6492790;4/4/2018 0:00;Bono;WEB;300
7036285;4/4/2018 0:00;VP Informe;WEB;15
6442123;4/4/2018 0:00;VP Informe;WEB;70
6932178;5/4/2018 0:00;VP Informe;WEB;15
6866317;5/4/2018 0:00;Bono;CALLCENTER;1000
7084957;24/4/2018 0:00;VP Informe;WEB;35
7085205;25/4/2018 0:00;VP Informe;WEB;65
6737652;25/4/2018 0:00;VP Informe;WEB;15
6589571;25/4/2018 0:00;VP Informe;WEB;15
6589571;25/4/2018 0:00;VP Informe;WEB;110
7085709;25/4/2018 0:00;VP Informe;WEB;15
7085850;25/4/2018 0:00;VP Informe;WEB;35
6614854;15/2/2018 0:00;VP Informe;WEB;25
6933057;15/2/2018 0:00;Bono;CALLCENTER;300
6862507;15/2/2018 0:00;VP Informe;WEB;40
6903688;16/2/2018 0:00;VP Informe;WEB;70
6791254;16/2/2018 0:00;Bono;WEB;300
6933965;16/2/2018 0:00;VP Informe;WEB;15
6934030;16/2/2018 0:00;Bono;WEB;150
6935385;16/2/2018 0:00;VP Informe;WEB;35
6934674;17/2/2018 0:00;VP Informe;WEB;35
6646314;13/3/2018 0:00;VP Informe;WEB;40
6765631;13/3/2018 0:00;VP Informe;WEB;25
6991047;13/3/2018 0:00;Plan;WEB;414
6991091;13/3/2018 0:00;VP Informe;WEB;35
6991112;13/3/2018 0:00;VP Informe;WEB;15
6991596;13/3/2018 0:00;VP Informe;WEB;35
6990317;13/3/2018 0:00;VP Informe;WEB;70
6933518;13/3/2018 0:00;VP Informe;WEB;65
6514577;5/4/2018 0:00;VP Informe;WEB;40
6697876;6/4/2018 0:00;Bono;CALLCENTER;500
7030187;6/4/2018 0:00;Plan;CALLCENTER;414
7041452;6/4/2018 0:00;VP Informe;WEB;15
6362818;6/4/2018 0:00;VP Informe;WEB;70
7043405;7/4/2018 0:00;VP Informe;WEB;15
6991672;8/4/2018 0:00;VP Informe;WEB;35
7043647;8/4/2018 0:00;VP Informe;WEB;65
6926863;8/4/2018 0:00;VP Informe;WEB;25
7042919;9/4/2018 0:00;VP Informe;WEB;15
7086038;25/4/2018 0:00;VP Informe;WEB;35
6463204;25/4/2018 0:00;Plan;CALLCENTER;252
7086365;25/4/2018 0:00;VP Informe;CALLCENTER;40
7086365;25/4/2018 0:00;VP Informe;CALLCENTER;65
7086699;25/4/2018 0:00;VP Informe;WEB;15
7085709;25/4/2018 0:00;VP Informe;WEB;35
7086869;25/4/2018 0:00;Bono;CALLCENTER;2000
7085709;25/4/2018 0:00;VP Informe;WEB;35
7087461;25/4/2018 0:00;VP Informe;WEB;25
7087500;25/4/2018 0:00;VP Informe;WEB;15
6928769;19/2/2018 0:00;VP Informe;CALLCENTER;25
6939860;19/2/2018 0:00;VP Informe;WEB;25
6940019;19/2/2018 0:00;VP Informe;WEB;35
6940385;19/2/2018 0:00;VP Informe;WEB;35
6941098;20/2/2018 0:00;VP Informe;WEB;15
6917523;20/2/2018 0:00;VP Informe;WEB;15
6937281;20/2/2018 0:00;VP Informe;WEB;35
6941719;20/2/2018 0:00;VP Informe;WEB;65
6941777;20/2/2018 0:00;VP Informe;WEB;70
6795030;20/2/2018 0:00;VP Informe;CALLCENTER;65
6768036;13/3/2018 0:00;Bono;CALLCENTER;150
6760080;13/3/2018 0:00;VP Informe;WEB;35
6848464;13/3/2018 0:00;VP Informe;WEB;15
6993999;14/3/2018 0:00;VP Informe;WEB;15
6993999;14/3/2018 0:00;VP Informe;WEB;110
6758315;14/3/2018 0:00;VP Informe;WEB;20
6991091;14/3/2018 0:00;VP Informe;WEB;35
6971430;14/3/2018 0:00;VP Informe;WEB;25
6993401;14/3/2018 0:00;VP Informe;WEB;15
6991977;14/3/2018 0:00;VP Informe;WEB;15
6994377;14/3/2018 0:00;VP Informe;WEB;40
6941019;9/4/2018 0:00;VP Informe;WEB;70
6991775;9/4/2018 0:00;VP Informe;WEB;40
7041618;9/4/2018 0:00;VP Informe;WEB;65
7002396;9/4/2018 0:00;VP Informe;WEB;40
6940353;9/4/2018 0:00;VP Informe;WEB;40
7045878;9/4/2018 0:00;VP Informe;CALLCENTER;110
7046858;9/4/2018 0:00;VP Informe;WEB;35
6870488;9/4/2018 0:00;VP Informe;CALLCENTER;88
6843920;25/4/2018 0:00;VP Informe;WEB;35
6893158;25/4/2018 0:00;VP Informe;WEB;65
6830488;26/4/2018 0:00;VP Informe;WEB;35
7272705;24/7/2018 0:00;VP Informe;WEB;40
7112034;24/7/2018 0:00;VP Informe;WEB;25
7272884;24/7/2018 0:00;VP Informe;WEB;15
6521270;25/7/2018 0:00;VP Informe;WEB;65
7262585;25/7/2018 0:00;VP Informe;WEB;25
7273485;25/7/2018 0:00;Plan;CALLCENTER;69
6326580;25/7/2018 0:00;VP Informe;WEB;35
7137016;25/7/2018 0:00;VP Informe;WEB;40
7274063;25/7/2018 0:00;VP Informe;WEB;65
7153090;24/5/2018 0:00;Bono;CALLCENTER;150
7153000;24/5/2018 0:00;VP Informe;WEB;15
7109397;24/5/2018 0:00;VP Informe;WEB;15
7153151;24/5/2018 0:00;VP Informe;WEB;25
7151566;24/5/2018 0:00;VP Informe;CALLCENTER;15
7109397;24/5/2018 0:00;VP Informe;WEB;110
6371831;24/5/2018 0:00;Plan;CALLCENTER;330
7137016;24/5/2018 0:00;VP Informe;WEB;25
6775300;24/5/2018 0:00;VP Informe;WEB;65
7131169;25/5/2018 0:00;VP Informe;WEB;35
7193274;12/6/2018 0:00;VP Informe;WEB;35
7161181;12/6/2018 0:00;VP Informe;WEB;35
6918208;12/6/2018 0:00;VP Informe;WEB;35
7187048;12/6/2018 0:00;VP Informe;WEB;35
6387954;12/6/2018 0:00;VP Informe;WEB;65
7195026;12/6/2018 0:00;VP Informe;WEB;15
6855670;4/7/2018 0:00;VP Informe;WEB;15
7163251;4/7/2018 0:00;VP Informe;WEB;65
6968916;4/7/2018 0:00;VP Informe;WEB;35
6734403;5/7/2018 0:00;VP Informe;WEB;40
6948898;5/7/2018 0:00;VP Informe;WEB;40
7236756;5/7/2018 0:00;VP Informe;WEB;35
6760127;5/7/2018 0:00;VP Informe;WEB;25
6760127;5/7/2018 0:00;VP Informe;WEB;15
7116236;9/5/2018 0:00;VP Informe;WEB;35
7116180;9/5/2018 0:00;VP Informe;WEB;65
7116180;9/5/2018 0:00;VP Informe;WEB;65
6542170;9/5/2018 0:00;VP Informe;WEB;40
6964080;25/5/2018 0:00;VP Informe;WEB;40
7150649;25/5/2018 0:00;VP Informe;WEB;40
7155924;25/5/2018 0:00;VP Informe;WEB;40
7156426;25/5/2018 0:00;VP Informe;WEB;35
6891714;25/5/2018 0:00;Bono;CALLCENTER;500
7156626;25/5/2018 0:00;VP Informe;WEB;35
7182768;13/6/2018 0:00;VP Informe;CALLCENTER;65
7186220;13/6/2018 0:00;VP Informe;WEB;35
7196083;13/6/2018 0:00;VP Informe;WEB;35
7029588;13/6/2018 0:00;VP Informe;CALLCENTER;65
7029588;13/6/2018 0:00;VP Informe;CALLCENTER;65
7196323;13/6/2018 0:00;VP Informe;WEB;15
7173631;13/6/2018 0:00;VP Informe;WEB;40
6516684;13/6/2018 0:00;VP Informe;CALLCENTER;65
6696563;13/6/2018 0:00;VP Informe;CALLCENTER;65
7197176;13/6/2018 0:00;VP Informe;WEB;35
7197273;13/6/2018 0:00;VP Informe;WEB;15
6341757;13/6/2018 0:00;VP Informe;WEB;40
7238183;6/7/2018 0:00;VP Informe;WEB;35
7226483;6/7/2018 0:00;VP Informe;WEB;15
7238126;6/7/2018 0:00;VP Informe;WEB;15
7238831;6/7/2018 0:00;VP Informe;WEB;25
7239500;6/7/2018 0:00;VP Informe;WEB;15
7240608;7/7/2018 0:00;VP Informe;WEB;15
6675998;7/7/2018 0:00;VP Informe;WEB;35
6914481;9/5/2018 0:00;Bono;WEB;300
6838767;9/5/2018 0:00;VP Informe;WEB;35
6803948;9/5/2018 0:00;VP Informe;WEB;35
7119010;10/5/2018 0:00;VP Informe;WEB;15
7119436;10/5/2018 0:00;VP Informe;WEB;25
7019648;25/5/2018 0:00;VP Informe;WEB;70
6919064;25/5/2018 0:00;VP Informe;WEB;35
7155641;27/5/2018 0:00;VP Informe;WEB;15
7155641;27/5/2018 0:00;VP Informe;WEB;15
7155641;27/5/2018 0:00;VP Informe;WEB;15
7155641;27/5/2018 0:00;VP Informe;WEB;15
7155641;27/5/2018 0:00;VP Informe;WEB;15
7155641;27/5/2018 0:00;VP Informe;WEB;15
7155641;27/5/2018 0:00;VP Informe;WEB;15
7159048;27/5/2018 0:00;VP Informe;WEB;35
7159048;27/5/2018 0:00;VP Informe;WEB;70
7147526;27/5/2018 0:00;VP Informe;WEB;65
7160344;28/5/2018 0:00;VP Informe;WEB;35
6401987;13/6/2018 0:00;VP Informe;WEB;65
6773971;14/6/2018 0:00;Bono;WEB;500
7179744;14/6/2018 0:00;VP Informe;WEB;65
7199018;14/6/2018 0:00;Plan;CALLCENTER;252
7198546;14/6/2018 0:00;VP Informe;WEB;15
6764585;14/6/2018 0:00;Bono;CALLCENTER;1000
7200021;14/6/2018 0:00;Plan;CALLCENTER;252
6904329;14/6/2018 0:00;VP Informe;CALLCENTER;65
7200438;14/6/2018 0:00;VP Informe;WEB;35
6467589;9/7/2018 0:00;Bono;CALLCENTER;150
7116599;9/7/2018 0:00;VP Informe;WEB;65
6457250;9/7/2018 0:00;VP Informe;CALLCENTER;40
7123648;9/7/2018 0:00;VP Informe;WEB;25
7235532;9/7/2018 0:00;VP Informe;WEB;25
7235532;9/7/2018 0:00;VP Informe;WEB;65
7235532;9/7/2018 0:00;VP Informe;WEB;40
6622339;10/5/2018 0:00;VP Informe;WEB;25
7119853;10/5/2018 0:00;Bono;CALLCENTER;150
6642096;10/5/2018 0:00;VP Informe;CALLCENTER;110
6326580;10/5/2018 0:00;VP Informe;WEB;35
6326580;10/5/2018 0:00;VP Informe;WEB;35
6838767;10/5/2018 0:00;VP Informe;WEB;35
7122588;10/5/2018 0:00;VP Informe;WEB;15
7119010;10/5/2018 0:00;VP Informe;WEB;15
7122726;11/5/2018 0:00;VP Informe;WEB;15
7123238;11/5/2018 0:00;VP Informe;WEB;35
7160380;28/5/2018 0:00;Plan;WEB;252
6326580;28/5/2018 0:00;VP Informe;WEB;35
7160912;28/5/2018 0:00;VP Informe;WEB;65
7160708;28/5/2018 0:00;Bono;CALLCENTER;150
7078350;28/5/2018 0:00;VP Informe;WEB;65
7161181;28/5/2018 0:00;VP Informe;WEB;25
7159478;28/5/2018 0:00;VP Informe;WEB;35
7161780;28/5/2018 0:00;VP Informe;WEB;15
7161780;28/5/2018 0:00;VP Informe;WEB;65
7022713;28/5/2018 0:00;Bono;WEB;150
7162998;28/5/2018 0:00;VP Informe;WEB;15
6646314;15/6/2018 0:00;VP Informe;WEB;40
7201427;15/6/2018 0:00;VP Informe;WEB;35
7203417;16/6/2018 0:00;VP Informe;WEB;15
7203641;16/6/2018 0:00;VP Informe;WEB;35
7204093;17/6/2018 0:00;VP Informe;WEB;15
7204405;17/6/2018 0:00;VP Informe;WEB;15
7204093;17/6/2018 0:00;VP Informe;WEB;35
7000522;18/6/2018 0:00;VP Informe;WEB;25
7000522;18/6/2018 0:00;VP Informe;WEB;40
7205617;18/6/2018 0:00;VP Informe;WEB;25
7205617;18/6/2018 0:00;VP Informe;WEB;25
7232049;9/7/2018 0:00;VP Informe;CALLCENTER;40
7235532;9/7/2018 0:00;VP Informe;WEB;110
6318394;9/7/2018 0:00;VP Informe;WEB;40
6318394;9/7/2018 0:00;VP Informe;WEB;35
6318394;9/7/2018 0:00;VP Informe;WEB;35
6318394;9/7/2018 0:00;VP Informe;WEB;35
6318394;9/7/2018 0:00;VP Informe;WEB;35
7156626;9/7/2018 0:00;VP Informe;WEB;35
6326580;10/7/2018 0:00;VP Informe;WEB;35
7245554;10/7/2018 0:00;Plan;CALLCENTER;69
7137016;11/7/2018 0:00;VP Informe;WEB;15
7150649;11/7/2018 0:00;VP Informe;WEB;35
7123835;11/5/2018 0:00;VP Informe;CALLCENTER;35
7123846;11/5/2018 0:00;VP Informe;WEB;70
6762507;11/5/2018 0:00;Plan;CALLCENTER;252
7078659;11/5/2018 0:00;VP Informe;CALLCENTER;65
7114179;11/5/2018 0:00;VP Informe;WEB;65
6639193;11/5/2018 0:00;VP Informe;WEB;25
6785767;11/5/2018 0:00;Bono;WEB;500
7126988;13/5/2018 0:00;VP Informe;WEB;35
7163154;28/5/2018 0:00;VP Informe;WEB;35
7163300;29/5/2018 0:00;Bono;CALLCENTER;150
6912768;29/5/2018 0:00;VP Informe;WEB;35
6912768;29/5/2018 0:00;VP Informe;WEB;35
6872102;29/5/2018 0:00;VP Informe;WEB;15
6993301;29/5/2018 0:00;VP Informe;WEB;40
7132611;29/5/2018 0:00;VP Informe;CALLCENTER;65
7148890;29/5/2018 0:00;VP Informe;WEB;35
7164711;29/5/2018 0:00;Plan;WEB;414
7164783;29/5/2018 0:00;VP Informe;WEB;35
7164783;29/5/2018 0:00;VP Informe;WEB;65
7205617;18/6/2018 0:00;VP Informe;WEB;25
7205617;18/6/2018 0:00;VP Informe;WEB;35
6644073;18/6/2018 0:00;Bono;CALLCENTER;500
6644073;18/6/2018 0:00;Bono;CALLCENTER;150
6566357;18/6/2018 0:00;VP Informe;WEB;25
6566357;18/6/2018 0:00;VP Informe;WEB;25
7177390;18/6/2018 0:00;VP Informe;WEB;35
7206788;18/6/2018 0:00;VP Informe;WEB;70
7150649;11/7/2018 0:00;VP Informe;WEB;35
7150649;11/7/2018 0:00;VP Informe;WEB;35
7247795;11/7/2018 0:00;VP Informe;WEB;65
6588019;11/7/2018 0:00;VP Informe;WEB;35
7056846;11/7/2018 0:00;VP Informe;WEB;65
7222615;11/7/2018 0:00;VP Informe;WEB;15
7222615;11/7/2018 0:00;VP Informe;WEB;15
6813294;11/7/2018 0:00;VP Informe;WEB;15
7000522;11/7/2018 0:00;VP Informe;WEB;40
7127219;13/5/2018 0:00;VP Informe;WEB;35
6810431;14/5/2018 0:00;VP Informe;WEB;35
7127907;14/5/2018 0:00;VP Informe;WEB;70
7127946;14/5/2018 0:00;VP Informe;WEB;35
6409849;15/5/2018 0:00;VP Informe;WEB;15
6851984;15/5/2018 0:00;VP Informe;WEB;15
6891209;15/5/2018 0:00;VP Informe;WEB;40
6622242;15/5/2018 0:00;VP Informe;WEB;40
7129037;15/5/2018 0:00;VP Informe;WEB;15
7114798;15/5/2018 0:00;VP Informe;WEB;25
7114798;15/5/2018 0:00;VP Informe;WEB;25
7129177;15/5/2018 0:00;VP Informe;WEB;65
6517674;15/5/2018 0:00;VP Informe;WEB;65
7164783;29/5/2018 0:00;VP Informe;WEB;65
7164674;29/5/2018 0:00;VP Informe;WEB;15
7165954;29/5/2018 0:00;VP Informe;WEB;15
7137016;30/5/2018 0:00;Bono;WEB;300
7116236;30/5/2018 0:00;VP Informe;WEB;35
7167481;30/5/2018 0:00;Plan;WEB;252
7114544;30/5/2018 0:00;VP Informe;CALLCENTER;25
6791254;30/5/2018 0:00;Bono;WEB;150
7168858;19/6/2018 0:00;VP Informe;WEB;15
6963631;19/6/2018 0:00;VP Informe;WEB;25
7209121;19/6/2018 0:00;VP Informe;WEB;15
7147250;19/6/2018 0:00;Plan;CALLCENTER;414
7208589;19/6/2018 0:00;VP Informe;WEB;35
7168858;19/6/2018 0:00;VP Informe;WEB;15
7168858;19/6/2018 0:00;VP Informe;WEB;15
7209990;20/6/2018 0:00;VP Informe;WEB;15
7210206;20/6/2018 0:00;VP Informe;WEB;15
6525298;11/7/2018 0:00;VP Informe;WEB;25
6525298;11/7/2018 0:00;VP Informe;WEB;15
6525298;11/7/2018 0:00;VP Informe;WEB;40
7250332;12/7/2018 0:00;Bono;CALLCENTER;500
7105843;12/7/2018 0:00;VP Informe;CALLCENTER;35
7169976;12/7/2018 0:00;VP Informe;WEB;35
7249491;12/7/2018 0:00;VP Informe;WEB;35
7252372;13/7/2018 0:00;VP Informe;WEB;15
7252600;13/7/2018 0:00;VP Informe;WEB;15
6822490;13/7/2018 0:00;VP Informe;WEB;25
7129480;15/5/2018 0:00;Bono;CALLCENTER;150
7129737;15/5/2018 0:00;VP Informe;WEB;15
7126560;15/5/2018 0:00;VP Informe;WEB;65
7129959;15/5/2018 0:00;VP Informe;WEB;40
6646314;15/5/2018 0:00;VP Informe;WEB;25
7130301;15/5/2018 0:00;VP Informe;WEB;15
7129453;15/5/2018 0:00;Bono;CALLCENTER;150
7109291;15/5/2018 0:00;VP Informe;WEB;65
7130592;15/5/2018 0:00;VP Informe;WEB;65
6388333;30/5/2018 0:00;VP Informe;WEB;35
7147250;30/5/2018 0:00;VP Informe;WEB;65
7168062;30/5/2018 0:00;VP Informe;WEB;65
7168855;30/5/2018 0:00;Plan;WEB;414
6384911;31/5/2018 0:00;VP Informe;WEB;88
7169976;31/5/2018 0:00;VP Informe;WEB;65
7170348;31/5/2018 0:00;VP Informe;WEB;65
7210206;20/6/2018 0:00;VP Informe;WEB;15
7210206;20/6/2018 0:00;VP Informe;WEB;15
7150572;20/6/2018 0:00;VP Informe;WEB;40
7168858;20/6/2018 0:00;VP Informe;WEB;15
7168858;20/6/2018 0:00;VP Informe;WEB;15
6814188;20/6/2018 0:00;VP Informe;WEB;15
6766806;20/6/2018 0:00;VP Informe;WEB;25
7168858;20/6/2018 0:00;VP Informe;WEB;15
7206325;20/6/2018 0:00;Plan;CALLCENTER;69
6632034;20/6/2018 0:00;VP Informe;CALLCENTER;25
7129599;20/6/2018 0:00;VP Informe;WEB;15
7129599;20/6/2018 0:00;VP Informe;WEB;15
6588072;20/6/2018 0:00;Bono;WEB;150
7252859;13/7/2018 0:00;VP Informe;WEB;35
7253000;13/7/2018 0:00;VP Informe;WEB;15
6611817;13/7/2018 0:00;Bono;WEB;500
7000522;13/7/2018 0:00;VP Informe;WEB;40
7254174;13/7/2018 0:00;VP Informe;WEB;40
7254421;14/7/2018 0:00;Plan;WEB;414
7254421;14/7/2018 0:00;VP Informe;WEB;40
7256262;16/7/2018 0:00;Plan;CALLCENTER;69
7131003;15/5/2018 0:00;VP Informe;WEB;15
7131003;15/5/2018 0:00;VP Informe;WEB;15
7131142;15/5/2018 0:00;VP Informe;WEB;35
6644821;16/5/2018 0:00;VP Informe;WEB;35
6848464;16/5/2018 0:00;VP Informe;WEB;15
6848464;16/5/2018 0:00;VP Informe;WEB;15
6848464;16/5/2018 0:00;VP Informe;WEB;15
6848464;16/5/2018 0:00;VP Informe;WEB;15
6848464;16/5/2018 0:00;VP Informe;WEB;15
6848464;16/5/2018 0:00;VP Informe;WEB;15
6848464;16/5/2018 0:00;VP Informe;WEB;15
6848464;16/5/2018 0:00;VP Informe;WEB;15
6912768;16/5/2018 0:00;VP Informe;WEB;35
6795975;16/5/2018 0:00;VP Informe;WEB;25
7170819;31/5/2018 0:00;VP Informe;WEB;15
7170819;31/5/2018 0:00;VP Informe;WEB;35
6773971;31/5/2018 0:00;Bono;WEB;300
7171253;31/5/2018 0:00;VP Informe;WEB;15
7171253;31/5/2018 0:00;VP Informe;WEB;65
7168062;31/5/2018 0:00;VP Informe;WEB;65
7170819;31/5/2018 0:00;VP Informe;WEB;15
7171675;31/5/2018 0:00;VP Informe;WEB;35
7171901;31/5/2018 0:00;VP Informe;WEB;15
7172023;31/5/2018 0:00;VP Informe;WEB;15
6830373;1/6/2018 0:00;Bono;CALLCENTER;1000
6830373;1/6/2018 0:00;Plan;CALLCENTER;330
7129599;20/6/2018 0:00;VP Informe;WEB;15
7213007;21/6/2018 0:00;VP Informe;WEB;25
6984447;21/6/2018 0:00;VP Informe;WEB;40
6582641;21/6/2018 0:00;VP Informe;WEB;46
6912391;21/6/2018 0:00;VP Informe;WEB;15
7188653;21/6/2018 0:00;Plan;CALLCENTER;69
6716806;21/6/2018 0:00;Plan;CALLCENTER;414
7084642;22/6/2018 0:00;VP Informe;WEB;15
7256510;16/7/2018 0:00;VP Informe;WEB;65
7256510;16/7/2018 0:00;VP Informe;WEB;25
7256510;16/7/2018 0:00;VP Informe;WEB;35
6575537;16/7/2018 0:00;VP Informe;CALLCENTER;35
7257808;16/7/2018 0:00;VP Informe;WEB;65
6542018;16/7/2018 0:00;Bono;WEB;150
7257972;16/7/2018 0:00;VP Informe;WEB;15
6589571;16/7/2018 0:00;VP Informe;WEB;65
6589571;16/7/2018 0:00;VP Informe;WEB;25
7114798;16/5/2018 0:00;VP Informe;WEB;25
7132538;16/5/2018 0:00;VP Informe;CALLCENTER;65
7132611;16/5/2018 0:00;VP Informe;CALLCENTER;65
7132881;16/5/2018 0:00;VP Informe;WEB;15
7133255;16/5/2018 0:00;VP Informe;WEB;35
7133255;16/5/2018 0:00;VP Informe;WEB;70
6937281;17/5/2018 0:00;VP Informe;WEB;32
7174037;1/6/2018 0:00;Plan;WEB;252
7174228;1/6/2018 0:00;VP Informe;WEB;70
7137016;1/6/2018 0:00;VP Informe;WEB;40
7137016;1/6/2018 0:00;VP Informe;WEB;40
6421232;2/6/2018 0:00;Bono;WEB;500
7163154;2/6/2018 0:00;VP Informe;WEB;35
7175343;2/6/2018 0:00;VP Informe;WEB;35
7163154;2/6/2018 0:00;VP Informe;WEB;35
7175340;2/6/2018 0:00;VP Informe;WEB;35
7175340;2/6/2018 0:00;VP Informe;WEB;35
7213200;22/6/2018 0:00;Plan;CALLCENTER;414
7000522;22/6/2018 0:00;VP Informe;WEB;25
7217425;23/6/2018 0:00;VP Informe;WEB;15
7095118;23/6/2018 0:00;VP Informe;WEB;40
7218286;24/6/2018 0:00;Plan;WEB;252
7218541;24/6/2018 0:00;VP Informe;WEB;15
7215818;25/6/2018 0:00;Bono;CALLCENTER;150
7114479;25/6/2018 0:00;VP Informe;WEB;70
7219898;25/6/2018 0:00;VP Informe;WEB;35
6813294;17/7/2018 0:00;VP Informe;WEB;15
7235532;17/7/2018 0:00;VP Informe;WEB;20
7253000;17/7/2018 0:00;VP Informe;WEB;35
7235532;17/7/2018 0:00;VP Informe;WEB;15
6353515;17/7/2018 0:00;VP Informe;WEB;15
7187355;18/7/2018 0:00;VP Informe;WEB;35
7260745;18/7/2018 0:00;VP Informe;WEB;15
7260745;18/7/2018 0:00;VP Informe;WEB;40
7261417;18/7/2018 0:00;VP Informe;WEB;65
7000522;17/5/2018 0:00;VP Informe;WEB;15
6655036;17/5/2018 0:00;VP Informe;WEB;20
