ID;FECHA_REGISTRO;CANAL_REGISTRO;FECHA_CLIENTE;CLIENTEPORCAMPA•AEMAIL;FORMAJURIDICA;SECTOR;DESC_SECTOR;ESTADO;DEPARTAMENTO;TAMA•O;ANTIGUEDAD;DIASCLIENTE;CONSUMOSTOTAL;EMPRESASUNICAS_CONSULT;NUM_COMPRAS;IMPORTE_COMPRAS
8064337;2/10/2019 22:06;Directorios;3/10/2019 7:24;0;EMPRESARIO;G;"COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACI‡N DE VEH÷CULOS AUTOMOTORES Y MOTOCICLETAS";ACTIVA;VALLE;MICRO;M†s de 10 A§os;0;1;1;1;35
8064695;3/10/2019 8:33;WEB;1/11/2019 22:33;0;PERSONA FISICA;9;NOSECTOR;VIVA;;;;30;2;2;2;80
8088172;14/10/2019 22:51;WEB;14/10/2019 22:51;0;PERSONA FISICA;9;NOSECTOR;VIVA;;;;0;2;2;2;50
8087210;14/10/2019 9:20;WEB;24/10/2019 11:59;0;EMPRESARIO;C;INDUSTRIAS MANUFACTURERAS;ACTIVA;NORTE SANTANDER;MICRO;De 3 a 18 Meses;10;1;1;1;65
8090081;15/10/2019 14:34;Directorios;24/10/2019 12:09;0;PERSONA FISICA;9;NOSECTOR;VIVA;;;;9;1;1;1;12
8088662;15/10/2019 9:01;WEB;15/10/2019 11:45;0;PERSONA FISICA;9;NOSECTOR;VIVA;;;;0;19;7;6;320
8085790;12/10/2019 15:15;Directorios;26/9/2020 4:39;1;EMPRESARIO;F;CONSTRUCCI‡N;ACTIVA;AMAZONAS;MICRO;De 3 a 5 A§os;350;1;1;1;15
8069190;4/10/2019 20:39;WEB;4/10/2019 20:39;0;SOCIEDAD;J;INFORMACI‡N Y COMUNICACIONES;ACTIVA;BOGOTA;PEQUE•A;M†s de 10 A§os;0;1;1;1;25
8091691;16/10/2019 9:00;Directorios;2/6/2020 8:44;0;PERSONA FISICA;9;NOSECTOR;VIVA;;;;230;3;2;2;80
8094313;17/10/2019 1:10;Directorios;22/10/2020 13:20;1;PERSONA FISICA;9;NOSECTOR;VIVA;;;;372;1;1;1;6
8093107;16/10/2019 14:40;WEB;1/1/2020 16:24;0;EMPRESARIO;L;ACTIVIDADES INMOBILIARIAS;ACTIVA;BOGOTA;MICRO;M†s de 10 A§os;77;6;2;2;40
8073319;7/10/2019 15:49;Directorios;7/10/2019 18:22;0;PERSONA FISICA;9;NOSECTOR;VIVA;;;;0;23;8;1;150
8075137;8/10/2019 11:46;WEB;8/10/2019 12:26;0;SOCIEDAD;M;ACTIVIDADES PROFESIONALES, CIENT÷FICAS Y TêCNICAS;ACTIVA;SANTANDER;GRANDE;M†s de 10 A§os;0;1;1;1;35
8026497;16/9/2019 12:12;Directorios;16/9/2019 12:24;0;PERSONA FISICA;9;NOSECTOR;VIVA;;;;0;8;4;2;50
8047993;25/9/2019 15:18;Directorios;25/9/2019 15:24;0;EMPRESARIO;G;"COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACI‡N DE VEH÷CULOS AUTOMOTORES Y MOTOCICLETAS";INACTIVA;BOGOTA;MICRO;M†s de 10 A§os;0;1;1;1;15
8041532;23/9/2019 10:44;Directorios;23/9/2019 13:00;0;EMPRESARIO;J;INFORMACI‡N Y COMUNICACIONES;INACTIVA;ANTIOQUIA;MICRO;De 18 Meses a 3 A§os;0;1;1;1;35
8049738;26/9/2019 10:09;WEB;27/9/2019 5:54;0;PERSONA FISICA;9;NOSECTOR;VIVA;;;;1;1;1;1;40
8052554;27/9/2019 11:39;WEB;27/9/2019 11:43;0;SOCIEDAD;G;"COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACI‡N DE VEH÷CULOS AUTOMOTORES Y MOTOCICLETAS";ACTIVA;CORDOBA;PEQUE•A;De 5 a 10 A§os;0;15;8;8;250
8051838;27/9/2019 7:35;Directorios;27/9/2019 8:03;0;PERSONA FISICA;9;NOSECTOR;VIVA;;;;0;1;1;1;25
8031035;17/9/2019 21:41;WEB;17/9/2019 21:47;0;PERSONA FISICA;9;NOSECTOR;VIVA;;;;0;1;1;1;65
8031259;18/9/2019 5:24;Directorios;3/10/2019 10:53;0;PERSONA FISICA;9;NOSECTOR;VIVA;;;;15;1;1;1;70
8053132;27/9/2019 15:36;Directorios;27/9/2019 15:48;0;SOCIEDAD;L;ACTIVIDADES INMOBILIARIAS;ACTIVA;BOGOTA;PEQUE•A;M†s de 10 A§os;0;1;1;2;34
8048875;25/9/2019 20:47;WEB;25/9/2019 21:03;0;PERSONA FISICA;9;NOSECTOR;VIVA;;;;0;3;1;1;65
8034031;18/9/2019 22:32;Directorios;25/9/2019 11:28;0;PERSONA FISICA;9;NOSECTOR;VIVA;;;;7;1;1;1;9
8056312;30/9/2019 8:37;Directorios;30/9/2019 9:22;0;PERSONA FISICA;9;NOSECTOR;VIVA;;;;0;6;6;6;180
8034209;19/9/2019 0:37;WEB;25/9/2019 16:31;0;PERSONA FISICA;9;NOSECTOR;VIVA;;;;7;2;1;1;65
8011456;9/9/2019 15:51;Directorios;12/4/2021 14:28;0;PERSONA FISICA;9;NOSECTOR;VIVA;;;;581;1;1;1;15
8059447;1/10/2019 9:46;Directorios;2/10/2019 8:54;0;SOCIEDAD;C;INDUSTRIAS MANUFACTURERAS;ACTIVA;CUNDINAMARCA;GRANDE;M†s de 10 A§os;1;4;2;2;70
8059461;1/10/2019 9:50;Directorios;25/9/2020 17:28;1;PERSONA FISICA;9;NOSECTOR;VIVA;;;;360;1;1;1;15
8059467;1/10/2019 9:50;Directorios;1/10/2019 10:16;0;PERSONA FISICA;9;NOSECTOR;VIVA;;;;0;1;1;1;15
8058908;1/10/2019 3:27;WEB;1/10/2019 23:47;0;PERSONA FISICA;9;NOSECTOR;VIVA;;;;1;6;3;1;15
8012930;10/9/2019 9:02;Directorios;10/9/2019 9:09;0;PERSONA FISICA;9;NOSECTOR;VIVA;;;;0;1;1;1;15
8014564;10/9/2019 16:20;SEM;10/9/2019 16:34;0;PERSONA FISICA;9;NOSECTOR;VIVA;;;;0;1;1;1;65
8014581;10/9/2019 16:24;WEB;10/9/2019 16:24;0;SOCIEDAD;H;TRANSPORTE Y ALMACENAMIENTO;ACTIVA;BOGOTA;MEDIANA;M†s de 10 A§os;0;2;2;2;75
8036249;19/9/2019 17:23;Directorios;19/9/2019 17:33;0;PERSONA FISICA;9;NOSECTOR;VIVA;;;;0;1;1;1;65
8036575;19/9/2019 20:27;Directorios;23/11/2020 13:13;0;SOCIEDAD;C;INDUSTRIAS MANUFACTURERAS;ACTIVA;ANTIOQUIA;MICRO;M†s de 10 A§os;431;1;1;1;9
8037765;20/9/2019 12:44;WEB;20/9/2019 13:22;0;PERSONA FISICA;9;NOSECTOR;VIVA;;;;0;5237;3957;5;3000
8037975;20/9/2019 14:14;WEB;20/9/2019 14:31;0;SOCIEDAD;G;"COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACI‡N DE VEH÷CULOS AUTOMOTORES Y MOTOCICLETAS";ACTIVA;BOGOTA;PEQUE•A;M†s de 10 A§os;0;1;1;1;35
8016329;11/9/2019 10:46;WEB;11/9/2019 10:55;0;PERSONA FISICA;9;NOSECTOR;VIVA;;;;0;1;1;1;65
8040773;22/9/2019 23:07;Directorios;22/9/2019 23:27;0;PERSONA FISICA;9;NOSECTOR;VIVA;;;;0;4;2;1;15
8040837;23/9/2019 7:07;Directorios;23/9/2019 7:10;0;PERSONA FISICA;9;NOSECTOR;VIVA;;;;0;1;1;1;35
8020591;12/9/2019 17:57;Directorios;12/9/2019 19:26;0;SOCIEDAD;P;EDUCACI‡N;ACTIVA;BOGOTA;PEQUE•A;M†s de 10 A§os;0;39;17;14;220
8042338;23/9/2019 14:17;WEB;23/9/2019 14:17;0;EMPRESARIO;S;OTRAS ACTIVIDADES DE SERVICIOS;INACTIVA;HUILA;MICRO;M†s de 10 A§os;0;1;1;1;25
8042554;23/9/2019 15:20;Directorios;23/9/2019 16:00;0;PERSONA FISICA;9;NOSECTOR;VIVA;;;;0;1;1;1;15
8045285;24/9/2019 15:15;WEB;24/9/2019 15:57;0;SOCIEDAD;G;"COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACI‡N DE VEH÷CULOS AUTOMOTORES Y MOTOCICLETAS";ACTIVA;VALLE;MEDIANA;M†s de 10 A§os;0;7;3;1;150
8045634;24/9/2019 16:58;Directorios;24/9/2019 17:31;0;EMPRESARIO;F;CONSTRUCCI‡N;INACTIVA;NORTE SANTANDER;SIN DETERMINAR;M†s de 10 A§os;0;2;2;1;65
8044450;24/9/2019 10:57;Directorios;24/9/2019 11:19;0;PERSONA FISICA;9;NOSECTOR;VIVA;;;;0;1;1;1;15
8041480;23/9/2019 10:34;WEB;23/9/2019 10:43;0;SOCIEDAD;C;INDUSTRIAS MANUFACTURERAS;ACTIVA;BOGOTA;MICRO;M†s de 10 A§os;0;61;9;6;900
8023734;14/9/2019 10:46;WEB;14/9/2019 10:46;0;SOCIEDAD;C;INDUSTRIAS MANUFACTURERAS;ACTIVA;ANTIOQUIA;MEDIANA;M†s de 10 A§os;0;27;15;15;380
8048055;25/9/2019 15:31;Directorios;27/9/2019 16:34;0;PERSONA FISICA;9;NOSECTOR;VIVA;;;;2;1;1;1;65
8047160;25/9/2019 10:48;WEB;25/9/2019 10:48;0;EMPRESARIO;I;ALOJAMIENTO Y SERVICIOS DE COMIDA;ACTIVA;ATLANTICO;PEQUE•A;M†s de 10 A§os;0;1;1;1;9
8137552;5/11/2019 11:07;Directorios;20/10/2020 15:05;0;SOCIEDAD;G;"COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACI‡N DE VEH÷CULOS AUTOMOTORES Y MOTOCICLETAS";ACTIVA;BOGOTA;PEQUE•A;M†s de 10 A§os;350;10;4;9;261
8137672;5/11/2019 11:35;WEB;5/11/2019 11:43;0;PERSONA FISICA;9;NOSECTOR;VIVA;;;;0;1;1;1;15
8137682;5/11/2019 11:38;Directorios;11/2/2020 10:29;1;PERSONA FISICA;9;NOSECTOR;VIVA;;;;98;1;1;1;9
8115450;25/10/2019 11:11;Directorios;25/10/2019 11:18;0;EMPRESARIO;K;ACTIVIDADES FINANCIERAS Y DE SEGUROS;INACTIVA;ANTIOQUIA;MICRO;M†s de 10 A§os;0;1;1;1;15
8115617;25/10/2019 11:49;Directorios;20/5/2022 11:59;0;PERSONA FISICA;9;NOSECTOR;VIVA;;;;938;1;1;1;35
8139951;6/11/2019 8:18;Directorios;6/11/2019 8:46;0;PERSONA FISICA;9;NOSECTOR;VIVA;;;;0;4;1;2;55
8141482;6/11/2019 14:55;WEB;6/11/2019 14:57;0;PERSONA FISICA;9;NOSECTOR;VIVA;;;;0;5;2;3;145
8121079;28/10/2019 10:10;WEB;28/10/2019 10:14;0;SOCIEDAD;M;ACTIVIDADES PROFESIONALES, CIENT÷FICAS Y TêCNICAS;ACTIVA;BOGOTA;PEQUE•A;M†s de 10 A§os;0;11;5;1;1000
8144129;7/11/2019 9:22;WEB;7/11/2019 9:24;0;SOCIEDAD;C;INDUSTRIAS MANUFACTURERAS;ACTIVA;BOGOTA;PEQUE•A;M†s de 10 A§os;0;1;1;1;300
8146749;8/11/2019 3:48;WEB;8/11/2019 3:55;0;ESAL;S;OTRAS ACTIVIDADES DE SERVICIOS;ACTIVA;RISARALDA;MICRO;De 5 a 10 A§os;0;4;4;4;160
8147069;8/11/2019 8:42;Directorios;25/11/2019 17:25;0;PERSONA FISICA;9;NOSECTOR;VIVA;;;;17;3;1;1;35
8149998;9/11/2019 14:07;Directorios;14/11/2019 10:48;0;PERSONA FISICA;9;NOSECTOR;VIVA;;;;5;1;1;1;20
8127524;30/10/2019 11:41;Directorios;28/11/2020 13:44;0;PERSONA FISICA;9;NOSECTOR;VIVA;;;;395;2;2;2;40
8149609;9/11/2019 10:27;SEM;9/11/2019 10:30;0;PERSONA FISICA;9;NOSECTOR;VIVA;;;;0;1;1;1;15
8150173;9/11/2019 16:23;WEB;9/11/2019 16:23;0;PERSONA FISICA;9;NOSECTOR;VIVA;;;;0;1;1;1;15
8150245;9/11/2019 17:28;SEM;21/11/2019 22:36;0;PERSONA FISICA;9;NOSECTOR;VIVA;;;;12;1;1;1;15
8129207;30/10/2019 22:35;WEB;30/10/2019 22:35;0;EMPRESARIO;Z;COMERCIAL / INDUSTRIAL NO DEFINIDA;ACTIVA;BOGOTA;MICRO;M†s de 10 A§os;0;63;32;1;414
8129247;30/10/2019 23:10;Directorios;20/4/2020 21:57;0;PERSONA FISICA;9;NOSECTOR;VIVA;;;;173;1;1;1;40
8151534;11/11/2019 7:46;WEB;11/11/2019 7:46;0;PERSONA FISICA;9;NOSECTOR;VIVA;;;;0;1;1;1;15
8151695;11/11/2019 10:44;WEB;11/11/2019 12:05;0;PERSONA FISICA;9;NOSECTOR;VIVA;;;;0;2;1;1;15
8152843;12/11/2019 3:47;Directorios;12/11/2019 4:11;0;PERSONA FISICA;9;NOSECTOR;VIVA;;;;0;3;2;3;105
8154710;12/11/2019 15:22;Directorios;21/9/2020 14:03;1;PERSONA FISICA;9;NOSECTOR;VIVA;;;;314;1;1;1;15
8157053;13/11/2019 11:33;SEM;7/4/2021 18:13;0;EMPRESARIO;S;OTRAS ACTIVIDADES DE SERVICIOS;INACTIVA;SANTANDER;MICRO;M†s de 10 A§os;511;1;1;1;40
8156181;13/11/2019 8:09;Directorios;13/11/2019 8:15;0;SOCIEDAD;M;ACTIVIDADES PROFESIONALES, CIENT÷FICAS Y TêCNICAS;ACTIVA;ANTIOQUIA;MICRO;De 5 a 10 A§os;0;1;1;1;15
8109733;23/10/2019 11:25;Directorios;11/2/2021 12:24;1;SOCIEDAD;M;ACTIVIDADES PROFESIONALES, CIENT÷FICAS Y TêCNICAS;ACTIVA;BOGOTA;MICRO;De 3 a 5 A§os;477;1;1;1;35
8157192;13/11/2019 12:10;Directorios;13/11/2019 12:20;0;EMPRESARIO;I;ALOJAMIENTO Y SERVICIOS DE COMIDA;INACTIVA;VALLE;MICRO;M†s de 10 A§os;0;1;1;1;35
8110938;23/10/2019 16:59;Directorios;23/10/2019 17:23;0;SOCIEDAD;C;INDUSTRIAS MANUFACTURERAS;ACTIVA;ATLANTICO;PEQUE•A;M†s de 10 A§os;0;2;1;6;90
8158891;13/11/2019 21:39;WEB;13/11/2019 21:49;0;PERSONA FISICA;9;NOSECTOR;VIVA;;;;0;1;1;1;35
8113863;24/10/2019 17:16;WEB;24/10/2019 17:19;0;PERSONA FISICA;9;NOSECTOR;VIVA;;;;0;1;1;1;65
8135609;4/11/2019 10:35;Directorios;7/12/2022 17:10;0;PERSONA FISICA;9;NOSECTOR;VIVA;;;;1129;6;5;2;55
8229434;17/12/2019 15:51;Directorios;28/4/2020 17:13;1;PERSONA FISICA;9;NOSECTOR;VIVA;;;;133;1;1;1;25
8230868;18/12/2019 11:10;Directorios;18/12/2019 11:15;0;PERSONA FISICA;9;NOSECTOR;VIVA;;;;0;1;1;1;15
8209331;6/12/2019 20:49;Directorios;6/12/2019 20:56;0;EMPRESARIO;G;"COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACI‡N DE VEH÷CULOS AUTOMOTORES Y MOTOCICLETAS";ACTIVA;BOGOTA;PEQUE•A;M†s de 10 A§os;0;2;1;4;102
8260153;7/1/2020 22:22;Directorios;28/4/2020 17:50;1;EMPRESARIO;Q;ACTIVIDADES DE ATENCI‡N DE LA SALUD HUMANA Y DE ASISTENCIA SOCIAL;ACTIVA;BOGOTA;MICRO;De 3 a 5 A§os;112;1;1;1;25
8234335;19/12/2019 18:58;Directorios;19/12/2019 19:07;0;PERSONA FISICA;9;NOSECTOR;VIVA;;;;0;5;2;2;55
8259679;7/1/2020 17:19;WEB;26/4/2022 16:07;0;PERSONA FISICA;9;NOSECTOR;VIVA;;;;840;1;1;1;35
8212540;9/12/2019 14:29;SEM;9/12/2019 16:02;0;SOCIEDAD;J;INFORMACI‡N Y COMUNICACIONES;ACTIVA;BOGOTA;MEDIANA;De 5 a 10 A§os;0;28;14;1;330
8213794;9/12/2019 23:21;Directorios;11/12/2019 18:38;0;EMPRESARIO;G;"COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACI‡N DE VEH÷CULOS AUTOMOTORES Y MOTOCICLETAS";INACTIVA;BOGOTA;MICRO;M†s de 10 A§os;2;1;1;1;70
8237518;22/12/2019 11:37;Directorios;14/7/2021 8:27;0;SOCIEDAD;F;CONSTRUCCI‡N;ACTIVA;VALLE;PEQUE•A;M†s de 10 A§os;570;1;1;1;40
8235052;20/12/2019 9:10;Directorios;20/12/2019 9:57;0;EMPRESARIO;R;ACTIVIDADES ART÷STICAS, DE ENTRETENIMIENTO Y RECREACI‡N;INACTIVA;ANTIOQUIA;MICRO;M†s de 10 A§os;0;1;1;1;35
8215326;10/12/2019 15:04;WEB;10/12/2019 15:05;0;SOCIEDAD EXTRANJERA;M;ACTIVIDADES PROFESIONALES, CIENT÷FICAS Y TêCNICAS;ACTIVA;BOGOTA;MEDIANA;De 5 a 10 A§os;0;7;3;2;650
8215615;10/12/2019 16:16;SEM;10/12/2019 16:26;0;PERSONA FISICA;9;NOSECTOR;VIVA;;;;0;2;2;2;135
8237821;22/12/2019 21:07;Directorios;29/1/2020 21:40;0;PERSONA FISICA;9;NOSECTOR;VIVA;;;;38;5;4;1;40
8237901;22/12/2019 23:12;WEB;22/12/2019 23:40;0;PERSONA FISICA;9;NOSECTOR;VIVA;;;;0;1;1;2;40
8218584;11/12/2019 17:53;WEB;11/12/2019 17:53;0;PERSONA FISICA;9;NOSECTOR;VIVA;;;;0;1;1;1;65
8242553;26/12/2019 8:48;WEB;26/12/2019 10:51;0;SOCIEDAD;N;ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO;ACTIVA;BOGOTA;MEDIANA;M†s de 10 A§os;0;1;1;1;35
8242616;26/12/2019 9:12;WEB;20/1/2020 17:06;0;SOCIEDAD;K;ACTIVIDADES FINANCIERAS Y DE SEGUROS;ACTIVA;ANTIOQUIA;MICRO;De 3 a 5 A§os;25;847;459;7;1926
8221834;13/12/2019 4:44;Directorios;13/12/2019 4:46;0;PERSONA FISICA;9;NOSECTOR;VIVA;;;;0;3;3;3;145
8223024;13/12/2019 13:44;Directorios;31/12/2019 19:53;1;SOCIEDAD;K;ACTIVIDADES FINANCIERAS Y DE SEGUROS;ACTIVA;BOGOTA;GRANDE;M†s de 10 A§os;18;1;1;1;65
8223165;13/12/2019 14:32;Directorios;13/12/2019 14:42;0;PERSONA FISICA;9;NOSECTOR;VIVA;;;;0;1;1;1;40
8246400;28/12/2019 12:01;Directorios;28/12/2019 12:25;0;PERSONA FISICA;9;NOSECTOR;VIVA;;;;0;1;1;1;15
8247799;29/12/2019 12:10;Directorios;29/12/2019 12:15;0;PERSONA FISICA;9;NOSECTOR;VIVA;;;;0;3;2;1;15
8226004;16/12/2019 9:52;Directorios;21/7/2020 21:30;1;PERSONA FISICA;9;NOSECTOR;VIVA;;;;218;3;1;2;71
8224864;14/12/2019 22:57;SEM;14/12/2019 23:17;0;PERSONA FISICA;9;NOSECTOR;VIVA;;;;0;1;1;1;35
8248811;30/12/2019 11:07;SEM;15/1/2020 15:07;0;EMPRESARIO;N;ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO;ACTIVA;ATLANTICO;MICRO;M†s de 10 A§os;16;1;1;1;35
8248832;30/12/2019 11:21;WEB;30/1/2020 17:27;1;PERSONA FISICA;9;NOSECTOR;VIVA;;;;31;2;2;2;30
8227690;16/12/2019 20:32;Directorios;6/2/2020 10:03;0;PERSONA FISICA;9;NOSECTOR;VIVA;;;;52;4;2;2;80
8188023;27/11/2019 8:29;Directorios;12/12/2019 12:30;0;PERSONA FISICA;9;NOSECTOR;VIVA;;;;15;179;130;4;330
8165663;16/11/2019 18:53;Directorios;16/11/2019 19:37;0;EMPRESARIO;K;ACTIVIDADES FINANCIERAS Y DE SEGUROS;ACTIVA;BOGOTA;MICRO;M†s de 10 A§os;0;11;4;2;55
8189035;27/11/2019 13:21;Directorios;29/11/2019 8:15;0;PERSONA FISICA;9;NOSECTOR;VIVA;;;;2;1;1;1;35
8190501;27/11/2019 23:19;Directorios;28/11/2019 0:01;0;EMPRESARIO;C;INDUSTRIAS MANUFACTURERAS;ACTIVA;ANTIOQUIA;MICRO;De 5 a 10 A§os;0;1;1;1;46
8191801;28/11/2019 13:03;WEB;1/12/2019 14:08;0;PERSONA FISICA;9;NOSECTOR;VIVA;;;;3;1;1;1;70
8191924;28/11/2019 13:38;WEB;28/1/2020 11:40;0;SOCIEDAD;H;TRANSPORTE Y ALMACENAMIENTO;ACTIVA;BOGOTA;PEQUE•A;M†s de 10 A§os;61;107;43;6;750
8190899;28/11/2019 8:51;WEB;28/11/2019 8:54;0;SOCIEDAD;H;TRANSPORTE Y ALMACENAMIENTO;ACTIVA;BOGOTA;PEQUE•A;M†s de 10 A§os;0;80;39;2;1000
8193528;29/11/2019 8:20;Directorios;21/9/2020 9:49;1;SOCIEDAD;C;INDUSTRIAS MANUFACTURERAS;ACTIVA;BOGOTA;MEDIANA;M†s de 10 A§os;297;1;1;1;65
8171648;19/11/2019 14:33;Directorios;19/11/2019 15:06;0;PERSONA FISICA;9;NOSECTOR;VIVA;;;;0;1;1;1;15
8170473;19/11/2019 9:24;Directorios;15/1/2020 6:58;1;SOCIEDAD;M;ACTIVIDADES PROFESIONALES, CIENT÷FICAS Y TêCNICAS;ACTIVA;BOGOTA;PEQUE•A;De 5 a 10 A§os;57;1;1;1;20
8170571;19/11/2019 9:44;WEB;19/11/2019 10:47;0;PERSONA FISICA;9;NOSECTOR;VIVA;;;;0;2;2;2;70
8194926;29/11/2019 16:20;WEB;29/11/2019 16:20;0;SOCIEDAD;J;INFORMACI‡N Y COMUNICACIONES;ACTIVA;BOGOTA;PEQUE•A;M†s de 10 A§os;0;12;3;4;175
8173438;20/11/2019 10:07;SEM;22/11/2019 12:27;0;PERSONA FISICA;9;NOSECTOR;VIVA;;;;2;1;1;2;130
8195072;29/11/2019 17:19;SEM;12/2/2020 10:56;0;SOCIEDAD;J;INFORMACI‡N Y COMUNICACIONES;ACTIVA;BOGOTA;MICRO;De 5 a 10 A§os;75;11;5;1;500
8196792;1/12/2019 11:24;WEB;1/12/2019 12:29;0;PERSONA FISICA;9;NOSECTOR;VIVA;;;;0;1;1;1;15
8174793;20/11/2019 15:58;WEB;21/11/2019 15:22;0;PERSONA FISICA;9;NOSECTOR;VIVA;;;;1;1;1;1;15
8174919;20/11/2019 16:26;Directorios;20/11/2019 16:36;0;PERSONA FISICA;9;NOSECTOR;VIVA;;;;0;1;1;1;15
8196380;30/11/2019 17:51;SEM;30/11/2019 18:07;0;PERSONA FISICA;9;NOSECTOR;VIVA;;;;0;3;1;1;65
8196562;30/11/2019 22:33;WEB;30/11/2019 23:04;0;PERSONA FISICA;9;NOSECTOR;VIVA;;;;0;15;8;1;70
8176438;21/11/2019 11:20;WEB;21/11/2019 11:20;0;PERSONA FISICA;9;NOSECTOR;VIVA;;;;0;2;1;2;30
8198413;2/12/2019 13:30;WEB;8/6/2022 9:29;0;PERSONA FISICA;9;NOSECTOR;VIVA;;;;919;1;1;1;35
8198457;2/12/2019 13:49;WEB;2/12/2019 13:56;0;PERSONA FISICA;9;NOSECTOR;VIVA;;;;0;1;1;1;15
8198496;2/12/2019 13:58;SEM;2/12/2019 14:01;0;SOCIEDAD;G;"COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACI‡N DE VEH÷CULOS AUTOMOTORES Y MOTOCICLETAS";ACTIVA;BOGOTA;MEDIANA;De 3 a 5 A§os;0;115;49;5;690
8177616;21/11/2019 20:47;Directorios;21/11/2019 21:20;0;EMPRESARIO;G;"COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACI‡N DE VEH÷CULOS AUTOMOTORES Y MOTOCICLETAS";INACTIVA;BOGOTA;MICRO;M†s de 10 A§os;0;1;1;1;40
8176531;21/11/2019 11:51;Directorios;1/12/2019 21:53;0;PERSONA FISICA;9;NOSECTOR;VIVA;;;;10;1;1;1;40
8201007;3/12/2019 12:55;Directorios;22/10/2020 21:33;1;SOCIEDAD;F;CONSTRUCCI‡N;ACTIVA;BOGOTA;PEQUE•A;De 5 a 10 A§os;324;1;1;1;25
8202406;3/12/2019 23:27;Directorios;3/12/2019 23:37;0;PERSONA FISICA;9;NOSECTOR;VIVA;;;;0;3;1;1;15
8180916;23/11/2019 22:49;Directorios;23/11/2019 22:54;0;EMPRESARIO;R;ACTIVIDADES ART÷STICAS, DE ENTRETENIMIENTO Y RECREACI‡N;INACTIVA;BOGOTA;MICRO;M†s de 10 A§os;0;1;1;1;15
8203963;4/12/2019 15:15;Directorios;24/9/2020 9:28;0;PERSONA FISICA;9;NOSECTOR;VIVA;;;;295;1;1;1;15
8202858;4/12/2019 9:13;Directorios;4/12/2019 9:21;0;PERSONA FISICA;9;NOSECTOR;VIVA;;;;0;1;1;1;25
8182582;25/11/2019 10:18;Directorios;21/7/2020 0:16;1;PERSONA FISICA;9;NOSECTOR;VIVA;;;;239;1;1;1;15
8204503;4/12/2019 18:10;WEB;4/10/2022 11:13;0;SOCIEDAD;J;INFORMACI‡N Y COMUNICACIONES;ACTIVA;BOGOTA;PEQUE•A;De 5 a 10 A§os;1035;1;1;1;65
8205520;5/12/2019 10:04;WEB;5/12/2019 10:09;0;PERSONA FISICA;9;NOSECTOR;VIVA;;;;0;1;1;1;35
8160962;14/11/2019 16:01;Directorios;14/11/2019 16:09;0;EMPRESARIO;G;"COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACI‡N DE VEH÷CULOS AUTOMOTORES Y MOTOCICLETAS";ACTIVA;BOGOTA;MICRO;M†s de 10 A§os;0;1;1;1;15
8161017;14/11/2019 16:25;Directorios;14/11/2019 16:32;0;PERSONA FISICA;9;NOSECTOR;VIVA;;;;0;2;1;1;25
8206821;5/12/2019 16:41;SEM;5/12/2019 17:29;0;SOCIEDAD;G;"COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACI‡N DE VEH÷CULOS AUTOMOTORES Y MOTOCICLETAS";ACTIVA;BOGOTA;MEDIANA;M†s de 10 A§os;0;33;8;5;200
8207636;6/12/2019 8:35;SEM;6/12/2019 15:40;0;PERSONA FISICA;9;NOSECTOR;VIVA;;;;0;10;6;4;117
8187559;26/11/2019 21:33;Directorios;26/11/2019 21:39;0;PERSONA FISICA;9;NOSECTOR;VIVA;;;;0;1;1;1;15
8210503;8/12/2019 10:35;SEM;8/12/2019 12:01;0;EMPRESARIO;Z;COMERCIAL / INDUSTRIAL NO DEFINIDA;INACTIVA;BOGOTA;MICRO;De 5 a 10 A§os;0;2;2;2;70
8188211;27/11/2019 9:30;SEM;27/11/2019 9:41;0;SOCIEDAD;C;INDUSTRIAS MANUFACTURERAS;ACTIVA;ANTIOQUIA;MEDIANA;M†s de 10 A§os;0;2;2;2;70
8188400;27/11/2019 10:16;Directorios;27/11/2019 10:22;0;PERSONA FISICA;9;NOSECTOR;VIVA;;;;0;1;1;1;15
8187207;26/11/2019 18:14;Directorios;26/11/2019 18:24;0;PERSONA FISICA;9;NOSECTOR;VIVA;;;;0;1;1;1;40
8209933;7/12/2019 11:30;SEM;4/2/2020 9:38;0;SOCIEDAD;M;ACTIVIDADES PROFESIONALES, CIENT÷FICAS Y TêCNICAS;ACTIVA;CUNDINAMARCA;PEQUE•A;De 5 a 10 A§os;59;13;4;1;300
8210114;7/12/2019 13:08;WEB;7/6/2020 14:23;0;PERSONA FISICA;9;NOSECTOR;VIVA;;;;183;1;1;1;65
